task_run__calibration,task_run__created,task_run__external_uid,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__coordinates,task_runinfo__page,task_runinfo__text
None,2017-08-23T15:45:26.912855,None,2017-08-23T15:46:39.022128,3929,"{""text"": ""\u0648 \u0645\u0646\u0635\u0628 \u062f\u0647\u0646\u062f \u067e\u0633 \u0627\u0632 \u0633\u0628\u0628 \u0627\u0645\u0631\u0627 \u0627\u0648 \u0627\u0635\u0644\u0627\u062d \u067e\u0630\u06cc\u0631\u0641\u062a \u0648\u0627\u0632 \u062c\u0647\u0644 \u0628\u0639\u0644\u0645 \u0645\u0628\u062f\u0644 \u06af\u0634\u062a\u0664 \u0648 \u0686\u0648\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [296, 1131, 1701, 1210]}",77,19171,None,10,None,"[296, 1131, 1701, 1210]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و منصب دهند پس از سبب امرا او اصلاح پذیرفت واز جهل بعلم مبدل گشت٤ و چون
None,2017-08-23T15:46:00.425106,None,2017-08-23T15:47:26.368965,3930,"{""text"": ""\u0639\u0627\u0644\u0645 \u0634\u062f \u0627\u0632 \u062a\u0631\u0633 \u0648 \u0633\u06cc\u0627\u0633\u062a \u0627\u06cc\u0634\u0627\u0646 \u0645\u0624\u062f\u0628 [\u0634\u062f \u0665 ] \u0648 \u0628\u0631\u0648\u0641\u0642 \u0637\u0631\u06cc\u0642 \u0645\u06cc \u0631\u0648\u062f \u06a9\u0627\u0645 \u0648 \u0646\u0627\u06a9\u0627\u0645"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [293, 1218, 1701, 1309]}",77,19172,None,10,None,"[293, 1218, 1701, 1309]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,عالم شد از ترس و سیاست ایشان مؤدب [شد ٥ ] و بروفق طریق می رود کام و ناکام
None,2017-08-23T15:46:39.146856,None,2017-08-23T15:49:21.325020,3931,"{""text"": ""\u0633 \u0627\u0648 \u0639\u0644\u06cc \u06a9\u0644 \u062d\u0627\u0644\u060c\u0627\u06af\u0631 \u0627\u0645\u06cc\u0631 \u0628\u0635\u0648\u0631\u062a \u0628\u0632\u06cc\u0627\u0631\u062a \u0627\u0648 \u0622\u06cc\u062f\u060c \u0648\u0627\u06af\u0631 \u0627\u0648 \u0628\u0632\u06cc\u0627\u0631\u062a \u0627\u0645\u06cc\u0631 \u0631\u0648\u062f\u0666"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [298, 1308, 1685, 1387]}",77,19173,None,10,None,"[298, 1308, 1685, 1387]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,س او علی کل حال،اگر امیر بصورت بزیارت او آید، واگر او بزیارت امیر رود٦
None,2017-08-23T15:47:26.487320,None,2017-08-23T15:50:14.359562,3932,"{""text"": ""\u0632\u0627\u06cc\u0631 \u0628\u0627\u0634\u062f\u0667 \u0648 \u0627\u0645\u06cc\u0631 \u0645\u0632\u0648\u0631 \u0648 \u0686\u0648\u0646 \u0639\u0627\u0644\u0645 \u062f\u0631\u0635\u062f\u062f \u0622\u0646 \u0628\u0627\u0634\u062f \u06a9\u0647 \u0627\u0648 \u0628\u0633\u0628\u0628\u0668 \u0627\u0645\u0631\u0627 \u0628\u0639\u0644\u0645 \u0645\u062a\u0635\u0641"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [291, 1399, 1698, 1476]}",77,19174,None,10,None,"[291, 1399, 1698, 1476]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,زایر باشد٧ و امیر مزور و چون عالم درصدد آن باشد که او بسبب٨ امرا بعلم متصف
None,2017-08-23T15:49:21.445643,None,2017-08-23T15:51:32.831842,3933,"{""text"": ""\u0646\u0634\u062f\u0647 \u0628\u0627\u0634\u062f \u0628\u0644\u06f9 \u0639\u0644\u0645 \u0627\u0648 \u0627\u0648\u0644\u0627 \u0648 \u0622\u062e\u0631\u0627 \u0628\u0631\u0627\u06cc \u062e\u062f\u0627 \u0628\u0648\u062f\u0647 \u0628\u0627\u0634\u062f \u0648 \u0637\u0631\u06cc\u0642 \u0648 \u0648\u0631\u0632\u0634 \u0627\u0648\u0628\u0631 \u0631\u0627\u0647"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [289, 1489, 1693, 1573]}",77,19175,None,10,None,"[289, 1489, 1693, 1573]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,نشده باشد بل۹ علم او اولا و آخرا برای خدا بوده باشد و طریق و ورزش اوبر راه
None,2017-08-23T15:50:14.477127,None,2017-08-23T15:53:16.549100,3934,"{""text"": ""\u0635\u0648\u0627\u0628[\u0628\u0648\u062f \u06a9\u0647\u06f1\u06f0]\u0637\u0628\u0639 \u0627\u0648 \u0622\u0646\u0633\u062a\u06f1\u06f1 \u0648 \u062c\u0632 \u0622\u0646 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646\u06f1\u06f2 \u0686\u0646\u0627\u0646\u0643 \u0645\u0627\u0647\u06cc \u062c\u0632 \u062f\u0631 \u0622\u0628"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [288, 1574, 1694, 1660]}",77,19176,None,10,None,"[288, 1574, 1694, 1660]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,صواب[بود که۱۰]طبع او آنست۱۱ و جز آن نتواند کردن۱۲ چنانك ماهی جز در آب
None,2017-08-23T15:51:32.957884,None,2017-08-23T15:54:40.385877,3935,"{""text"": ""\u0632\u0646\u062f\u06af\u0627\u0646\u06cc \u0648\u0628\u0627\u0634 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646 \u0648 [\u0627\u0632\u0648\u06f1\u06f3] \u0622\u0646 \u0622\u06cc\u062f \u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0631\u0627 \u0639\u0642\u0644 [\u0633\u0627\u06cc\u0633\u0640\u0661\u0664]"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [314, 1654, 1692, 1741]}",77,19177,None,10,None,"[314, 1654, 1692, 1741]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,زندگانی وباش نتواند کردن و [ازو۱۳] آن آید این چنین عالم را عقل [سایسـ١٤]
None,2017-08-23T15:53:16.681350,None,2017-08-23T15:55:59.031479,3936,"{""text"": ""\u0648 \u0632\u0627\u062c\u0631 \u0628\u0627\u0634\u062f \u06a9\u0647 \u0627\u0632 \u0647\u06cc\u0628\u062a \u0627\u0648 \u062f\u0631\u0632\u0645\u0627\u0646 \u0627\u0648 \u0647\u0645\u0647 \u0639\u0627\u0644\u0645 \u0645\u0646\u0632\u062c\u0631\u0661\u0665 \u0628\u0627\u0634\u0646\u062f \u0648\u0627\u0633\u062a\u0645\u062f\u0627\u062f \u0627\u0632\u067e\u0631\u062a\u0648\u0661\u0666"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [291, 1750, 1691, 1825]}",77,19178,None,10,None,"[291, 1750, 1691, 1825]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و زاجر باشد که از هیبت او درزمان او همه عالم منزجر١٥ باشند واستمداد ازپرتو١٦
None,2017-08-23T15:54:40.506603,None,2017-08-23T15:56:57.941106,3937,"{""text"": ""\u0648 \u0639\u06a9\u0633 \u0627\u0648 \u06af\u06cc\u0631\u0646\u062f \u0627\u06af\u0631\u0686\u0647 \u0622\u06af\u0627\u0647 \u0628\u0627\u0634\u0646\u062f \u06cc\u0627 \u0646\u0628\u0627\u0634\u0646\u062f\u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0627\u06af\u0631 \u0628\u0646\u0632\u062f \u0627\u0645\u06cc\u0631 \u0631\u0648\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [283, 1837, 1689, 1917]}",77,19179,None,10,None,"[283, 1837, 1689, 1917]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و عکس او گیرند اگرچه آگاه باشند یا نباشنداین چنین عالم اگر بنزد امیر رود
None,2017-08-23T15:55:59.152524,None,2017-08-23T15:58:26.711674,3938,"{""text"": ""\u0628\u0635\u0648\u0631\u062a \u0645\u0632\u0648\u0631 \u0628\u0627\u0634\u062f \u0648\u0627\u0645\u06cc\u0631 \u0632\u0627\u06cc\u0631\u06f1\u06f7 \u0632\u06cc\u0631\u0627 \u062f\u0631 \u06a9\u0644 \u0627\u062d\u0648\u0627\u0644 \u0627\u0645\u06cc\u0631 \u0627\u0632\u0648 \u0645\u06cc \u0633\u062a\u0627\u0646\u062f \u0648 \u0645\u062f\u062f\u0645\u06cc \u06af\u06cc\u0631\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [281, 1924, 1687, 2004]}",77,19180,None,10,None,"[281, 1924, 1687, 2004]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,بصورت مزور باشد وامیر زایر۱۷ زیرا در کل احوال امیر ازو می ستاند و مددمی گیرد
None,2017-08-23T15:56:58.059616,None,2017-08-23T15:58:28.976345,3939,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1091, 2024, 1722, 2044]}",77,19181,None,10,None,"[1091, 2024, 1722, 2044]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-08-23T15:58:26.831084,None,2017-08-23T16:00:04.783393,3940,"{""text"": ""\u06f1 - \u062d : \u06cc\u0642\u06cc\u0646\u06cc \u0628\u0627\u0627\u0644\u0644\u0647 \u06cc\u0642\u06cc\u0646\u06cc \u06f2 - \u062d : \u0622\u0646\u0633\u062a \u06f3 - \u062d : \u0627\u0635\u0644\u0627\u062d \u0664 - \u062d : \u0634\u062f \u0665 - \u062d : \u0627\u0635\u0644 :"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [283, 2056, 1664, 2124]}",77,19182,None,10,None,"[283, 2056, 1664, 2124]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱ - ح : یقینی باالله یقینی ۲ - ح : آنست ۳ - ح : اصلاح ٤ - ح : شد ٥ - ح : اصل :
None,2017-08-23T15:58:29.106601,None,2017-08-23T16:01:27.735997,3941,"{""text"": ""\u0646\u062f\u0627\u0631\u062f. \u0666 - \u062d : \u0627\u0641\u0632\u0648\u062f\u0647 : \u0639\u0644\u06cc \u06a9\u0644 \u062d\u0627\u0644 \u06f7 - \u062d : \u0632\u0627\u0626\u0631 \u0627\u0648 \u0628\u0627\u0634\u062f \u06f8 - \u062d : \u06a9\u0647 \u0627\u0648 \u0627\u0632 \u0633\u0628\u0628"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [290, 2115, 1668, 2187]}",77,19183,None,10,None,"[290, 2115, 1668, 2187]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ندارد. ٦ - ح : افزوده : علی کل حال ۷ - ح : زائر او باشد ۸ - ح : که او از سبب
None,2017-08-23T16:00:04.917168,None,2017-08-23T16:02:30.357494,3942,"{""text"": ""\u06f9 - \u062d : \u0628\u0644\u0643 \u06f1\u06f0 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u06f1 - \u062d : \u062e\u0648\u0630 \u0622\u0646\u0633\u062a \u06f1\u06f2 - \u062d : \u06a9\u0627\u0631\u06cc \u06a9\u0631\u062f\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [352, 2177, 1665, 2247]}",77,19184,None,10,None,"[352, 2177, 1665, 2247]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۹ - ح : بلك ۱۰ - اصل : ندارد ۱۱ - ح : خوذ آنست ۱۲ - ح : کاری کردن
None,2017-08-23T16:01:27.856562,None,2017-08-23T16:05:16.983033,3943,"{""text"": ""\u06f1\u06f3 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0664 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0665 - \u0627\u0635\u0644 : \u0645\u0632\u062c\u0631 \u0661\u0666 - \u062d : \u0627\u0632 \u067e\u0631\u062a\u0648\u0627\u0648"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [338, 2249, 1666, 2307]}",77,19185,None,10,None,"[338, 2249, 1666, 2307]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۳ - اصل : ندارد ۱٤ - اصل : ندارد ۱٥ - اصل : مزجر ١٦ - ح : از پرتواو
None,2017-08-23T16:02:30.480247,None,2017-08-23T16:06:04.813557,3944,"{""text"": ""\u06f1\u06f7 - \u062d : \u0628\u0635\u0648\u0631\u062a \u0632\u0627\u06cc\u0631 \u0627\u0645\u06cc\u0631 \u0628\u0627\u0634\u062f \u0648 \u0627\u0648\u0645\u0632\u0648\u0631"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [367, 2319, 1669, 2374]}",77,19186,None,10,None,"[367, 2319, 1669, 2374]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۷ - ح : بصورت زایر امیر باشد و اومزور
None,2017-08-23T16:05:17.103945,None,2017-08-23T16:06:15.316965,3945,"{""text"": ""\u0661\u0665"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1741, 1780, 1779, 1807]}",77,19187,None,10,None,"[1741, 1780, 1779, 1807]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,١٥
None,2017-08-23T16:06:04.930584,None,2017-08-23T16:06:18.345673,3946,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0002_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1, 2572, 17, 2692]}",77,19188,None,10,None,"[1, 2572, 17, 2692]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0002_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
