task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__bbox,taskinfo__dimensions,taskinfo__image,taskinfo__line_text
0,2017-08-30T12:05:53.622700,22553,"{""line_text"": ""\u0633 \u0627\u0648 \u0639\u0644\u06cc \u06a9\u0644 \u062d\u0627\u0644\u060c\u0627\u06af\u0631 \u0627\u0645\u06cc\u0631 \u0628\u0635\u0648\u0631\u062a \u0628\u0632\u06cc\u0627\u0631\u062a \u0627\u0648 \u0622\u06cc\u062f\u060c \u0648\u0627\u06af\u0631 \u0627\u0648 \u0628\u0632\u06cc\u0627\u0631\u062a \u0627\u0645\u06cc\u0631 \u0631\u0648\u062f\u0666"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [298, 1308, 1685, 1387]}",1,0.0,82,0,ongoing,"[298, 1308, 1685, 1387]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,س او علی کل حال،اگر امیر بصورت بزیارت او آید، واگر او بزیارت امیر رود٦
0,2017-08-30T12:05:54.041276,22554,"{""line_text"": ""\u0632\u0627\u06cc\u0631 \u0628\u0627\u0634\u062f\u0667 \u0648 \u0627\u0645\u06cc\u0631 \u0645\u0632\u0648\u0631 \u0648 \u0686\u0648\u0646 \u0639\u0627\u0644\u0645 \u062f\u0631\u0635\u062f\u062f \u0622\u0646 \u0628\u0627\u0634\u062f \u06a9\u0647 \u0627\u0648 \u0628\u0633\u0628\u0628\u0668 \u0627\u0645\u0631\u0627 \u0628\u0639\u0644\u0645 \u0645\u062a\u0635\u0641"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [291, 1399, 1698, 1476]}",1,0.0,82,0,ongoing,"[291, 1399, 1698, 1476]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,زایر باشد٧ و امیر مزور و چون عالم درصدد آن باشد که او بسبب٨ امرا بعلم متصف
0,2017-08-30T12:05:54.463238,22555,"{""line_text"": ""\u0646\u0634\u062f\u0647 \u0628\u0627\u0634\u062f \u0628\u0644\u06f9 \u0639\u0644\u0645 \u0627\u0648 \u0627\u0648\u0644\u0627 \u0648 \u0622\u062e\u0631\u0627 \u0628\u0631\u0627\u06cc \u062e\u062f\u0627 \u0628\u0648\u062f\u0647 \u0628\u0627\u0634\u062f \u0648 \u0637\u0631\u06cc\u0642 \u0648 \u0648\u0631\u0632\u0634 \u0627\u0648\u0628\u0631 \u0631\u0627\u0647"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [289, 1489, 1693, 1573]}",1,0.0,82,0,ongoing,"[289, 1489, 1693, 1573]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,نشده باشد بل۹ علم او اولا و آخرا برای خدا بوده باشد و طریق و ورزش اوبر راه
0,2017-08-30T12:05:54.880665,22556,"{""line_text"": ""\u0635\u0648\u0627\u0628[\u0628\u0648\u062f \u06a9\u0647\u06f1\u06f0]\u0637\u0628\u0639 \u0627\u0648 \u0622\u0646\u0633\u062a\u06f1\u06f1 \u0648 \u062c\u0632 \u0622\u0646 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646\u06f1\u06f2 \u0686\u0646\u0627\u0646\u0643 \u0645\u0627\u0647\u06cc \u062c\u0632 \u062f\u0631 \u0622\u0628"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [288, 1574, 1694, 1660]}",1,0.0,82,0,ongoing,"[288, 1574, 1694, 1660]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,صواب[بود که۱۰]طبع او آنست۱۱ و جز آن نتواند کردن۱۲ چنانك ماهی جز در آب
0,2017-08-30T12:05:55.295319,22557,"{""line_text"": ""\u0632\u0646\u062f\u06af\u0627\u0646\u06cc \u0648\u0628\u0627\u0634 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646 \u0648 [\u0627\u0632\u0648\u06f1\u06f3] \u0622\u0646 \u0622\u06cc\u062f \u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0631\u0627 \u0639\u0642\u0644 [\u0633\u0627\u06cc\u0633\u0640\u0661\u0664]"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [314, 1654, 1692, 1741]}",1,0.0,82,0,ongoing,"[314, 1654, 1692, 1741]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,زندگانی وباش نتواند کردن و [ازو۱۳] آن آید این چنین عالم را عقل [سایسـ١٤]
0,2017-08-30T12:05:55.711890,22558,"{""line_text"": ""\u0648 \u0632\u0627\u062c\u0631 \u0628\u0627\u0634\u062f \u06a9\u0647 \u0627\u0632 \u0647\u06cc\u0628\u062a \u0627\u0648 \u062f\u0631\u0632\u0645\u0627\u0646 \u0627\u0648 \u0647\u0645\u0647 \u0639\u0627\u0644\u0645 \u0645\u0646\u0632\u062c\u0631\u0661\u0665 \u0628\u0627\u0634\u0646\u062f \u0648\u0627\u0633\u062a\u0645\u062f\u0627\u062f \u0627\u0632\u067e\u0631\u062a\u0648\u0661\u0666"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [291, 1750, 1691, 1825]}",1,0.0,82,0,ongoing,"[291, 1750, 1691, 1825]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و زاجر باشد که از هیبت او درزمان او همه عالم منزجر١٥ باشند واستمداد ازپرتو١٦
0,2017-08-30T12:05:56.135413,22559,"{""line_text"": ""\u0648 \u0639\u06a9\u0633 \u0627\u0648 \u06af\u06cc\u0631\u0646\u062f \u0627\u06af\u0631\u0686\u0647 \u0622\u06af\u0627\u0647 \u0628\u0627\u0634\u0646\u062f \u06cc\u0627 \u0646\u0628\u0627\u0634\u0646\u062f\u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0627\u06af\u0631 \u0628\u0646\u0632\u062f \u0627\u0645\u06cc\u0631 \u0631\u0648\u062f"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [283, 1837, 1689, 1917]}",1,0.0,82,0,ongoing,"[283, 1837, 1689, 1917]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و عکس او گیرند اگرچه آگاه باشند یا نباشنداین چنین عالم اگر بنزد امیر رود
0,2017-08-30T12:05:56.553012,22560,"{""line_text"": ""\u0628\u0635\u0648\u0631\u062a \u0645\u0632\u0648\u0631 \u0628\u0627\u0634\u062f \u0648\u0627\u0645\u06cc\u0631 \u0632\u0627\u06cc\u0631\u06f1\u06f7 \u0632\u06cc\u0631\u0627 \u062f\u0631 \u06a9\u0644 \u0627\u062d\u0648\u0627\u0644 \u0627\u0645\u06cc\u0631 \u0627\u0632\u0648 \u0645\u06cc \u0633\u062a\u0627\u0646\u062f \u0648 \u0645\u062f\u062f\u0645\u06cc \u06af\u06cc\u0631\u062f"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [281, 1924, 1687, 2004]}",1,0.0,82,0,ongoing,"[281, 1924, 1687, 2004]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,بصورت مزور باشد وامیر زایر۱۷ زیرا در کل احوال امیر ازو می ستاند و مددمی گیرد
0,2017-08-30T12:05:56.966127,22561,"{""line_text"": """", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [1091, 2024, 1722, 2044]}",1,0.0,82,0,ongoing,"[1091, 2024, 1722, 2044]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
0,2017-08-30T12:05:57.383986,22562,"{""line_text"": ""\u06f1 - \u062d : \u06cc\u0642\u06cc\u0646\u06cc \u0628\u0627\u0627\u0644\u0644\u0647 \u06cc\u0642\u06cc\u0646\u06cc \u06f2 - \u062d : \u0622\u0646\u0633\u062a \u06f3 - \u062d : \u0627\u0635\u0644\u0627\u062d \u0664 - \u062d : \u0634\u062f \u0665 - \u062d : \u0627\u0635\u0644 :"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [283, 2056, 1664, 2124]}",1,0.0,82,0,ongoing,"[283, 2056, 1664, 2124]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱ - ح : یقینی باالله یقینی ۲ - ح : آنست ۳ - ح : اصلاح ٤ - ح : شد ٥ - ح : اصل :
0,2017-08-30T12:05:57.809097,22563,"{""line_text"": ""\u0646\u062f\u0627\u0631\u062f. \u0666 - \u062d : \u0627\u0641\u0632\u0648\u062f\u0647 : \u0639\u0644\u06cc \u06a9\u0644 \u062d\u0627\u0644 \u06f7 - \u062d : \u0632\u0627\u0626\u0631 \u0627\u0648 \u0628\u0627\u0634\u062f \u06f8 - \u062d : \u06a9\u0647 \u0627\u0648 \u0627\u0632 \u0633\u0628\u0628"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [290, 2115, 1668, 2187]}",1,0.0,82,0,ongoing,"[290, 2115, 1668, 2187]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ندارد. ٦ - ح : افزوده : علی کل حال ۷ - ح : زائر او باشد ۸ - ح : که او از سبب
0,2017-08-30T12:05:58.223570,22564,"{""line_text"": ""\u06f9 - \u062d : \u0628\u0644\u0643 \u06f1\u06f0 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u06f1 - \u062d : \u062e\u0648\u0630 \u0622\u0646\u0633\u062a \u06f1\u06f2 - \u062d : \u06a9\u0627\u0631\u06cc \u06a9\u0631\u062f\u0646"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [352, 2177, 1665, 2247]}",1,0.0,82,0,ongoing,"[352, 2177, 1665, 2247]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۹ - ح : بلك ۱۰ - اصل : ندارد ۱۱ - ح : خوذ آنست ۱۲ - ح : کاری کردن
0,2017-08-30T12:05:58.636619,22565,"{""line_text"": ""\u06f1\u06f3 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0664 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0665 - \u0627\u0635\u0644 : \u0645\u0632\u062c\u0631 \u0661\u0666 - \u062d : \u0627\u0632 \u067e\u0631\u062a\u0648\u0627\u0648"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [338, 2249, 1666, 2307]}",1,0.0,82,0,ongoing,"[338, 2249, 1666, 2307]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۳ - اصل : ندارد ۱٤ - اصل : ندارد ۱٥ - اصل : مزجر ١٦ - ح : از پرتواو
0,2017-08-30T12:05:59.053748,22566,"{""line_text"": ""\u06f1\u06f7 - \u062d : \u0628\u0635\u0648\u0631\u062a \u0632\u0627\u06cc\u0631 \u0627\u0645\u06cc\u0631 \u0628\u0627\u0634\u062f \u0648 \u0627\u0648\u0645\u0632\u0648\u0631"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [367, 2319, 1669, 2374]}",1,0.0,82,0,ongoing,"[367, 2319, 1669, 2374]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۷ - ح : بصورت زایر امیر باشد و اومزور
0,2017-08-30T12:05:59.476592,22567,"{""line_text"": ""\u0661\u0665"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""dimensions"": [1906, 2755], ""bbox"": [1741, 1780, 1779, 1807]}",1,0.0,82,0,ongoing,"[1741, 1780, 1779, 1807]","[1906, 2755]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,١٥
