task_run__calibration,task_run__created,task_run__external_uid,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__coordinates,task_runinfo__page,task_runinfo__text
None,2017-09-20T18:51:32.426049,None,2017-09-20T18:52:17.354006,6031,"{""text"": ""\u0646\u0634\u062f\u0647 \u0628\u0627\u0634\u062f \u0628\u0644\u06f9 \u0639\u0644\u0645 \u0627\u0648 \u0627\u0648\u0644\u0627 \u0648 \u0622\u062e\u0631\u0627 \u0628\u0631\u0627\u06cc \u062e\u062f\u0627 \u0628\u0648\u062f\u0647 \u0628\u0627\u0634\u062f \u0648 \u0637\u0631\u06cc\u0642 \u0648 \u0648\u0631\u0632\u0634 \u0627\u0648\u0628\u0631 \u0631\u0627\u0647"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [289, 1489, 1693, 1573]}",82,22555,None,None,129.2.181.239,"[289, 1489, 1693, 1573]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,نشده باشد بل۹ علم او اولا و آخرا برای خدا بوده باشد و طریق و ورزش اوبر راه
None,2017-09-20T18:51:52.677601,None,2017-09-20T18:52:39.696995,6032,"{""text"": ""\u0635\u0648\u0627\u0628[\u0628\u0648\u062f \u06a9\u0647\u06f1\u06f0]\u0637\u0628\u0639 \u0627\u0648 \u0622\u0646\u0633\u062a\u06f1\u06f1 \u0648 \u062c\u0632 \u0622\u0646 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646\u06f1\u06f2 \u0686\u0646\u0627\u0646\u0643 \u0645\u0627\u0647\u06cc \u062c\u0632 \u062f\u0631 \u0622\u0628"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [288, 1574, 1694, 1660]}",82,22556,None,None,129.2.181.239,"[288, 1574, 1694, 1660]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,صواب[بود که۱۰]طبع او آنست۱۱ و جز آن نتواند کردن۱۲ چنانك ماهی جز در آب
None,2017-09-20T18:52:17.548572,None,2017-09-20T18:53:16.280705,6033,"{""text"": ""\u0632\u0646\u062f\u06af\u0627\u0646\u06cc \u0648\u0628\u0627\u0634 \u0646\u062a\u0648\u0627\u0646\u062f \u06a9\u0631\u062f\u0646 \u0648 [\u0627\u0632\u0648\u06f1\u06f3] \u0622\u0646 \u0622\u06cc\u062f \u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0631\u0627 \u0639\u0642\u0644 [\u0633\u0627\u06cc\u0633\u0661\u0664]"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [314, 1654, 1692, 1741]}",82,22557,None,None,129.2.181.239,"[314, 1654, 1692, 1741]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,زندگانی وباش نتواند کردن و [ازو۱۳] آن آید این چنین عالم را عقل [سایس١٤]
None,2017-09-20T18:52:39.893475,None,2017-09-20T18:53:42.973872,6034,"{""text"": ""\u0648 \u0632\u0627\u062c\u0631 \u0628\u0627\u0634\u062f \u06a9\u0647 \u0627\u0632 \u0647\u06cc\u0628\u062a \u0627\u0648 \u062f\u0631\u0632\u0645\u0627\u0646 \u0627\u0648 \u0647\u0645\u0647 \u0639\u0627\u0644\u0645 \u0645\u0646\u0632\u062c\u0631\u0661\u0665 \u0628\u0627\u0634\u0646\u062f \u0648\u0627\u0633\u062a\u0645\u062f\u0627\u062f \u0627\u0632\u067e\u0631\u062a\u0648\u0661\u0666"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [291, 1750, 1691, 1825]}",82,22558,None,None,129.2.181.239,"[291, 1750, 1691, 1825]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و زاجر باشد که از هیبت او درزمان او همه عالم منزجر١٥ باشند واستمداد ازپرتو١٦
None,2017-09-20T18:53:16.478329,None,2017-09-20T18:54:01.455918,6035,"{""text"": ""\u0648 \u0639\u06a9\u0633 \u0627\u0648 \u06af\u06cc\u0631\u0646\u062f \u0627\u06af\u0631\u0686\u0647 \u0622\u06af\u0627\u0647 \u0628\u0627\u0634\u0646\u062f \u06cc\u0627 \u0646\u0628\u0627\u0634\u0646\u062f\u0627\u06cc\u0646 \u0686\u0646\u06cc\u0646 \u0639\u0627\u0644\u0645 \u0627\u06af\u0631 \u0628\u0646\u0632\u062f \u0627\u0645\u06cc\u0631 \u0631\u0648\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [283, 1837, 1689, 1917]}",82,22559,None,None,129.2.181.239,"[283, 1837, 1689, 1917]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,و عکس او گیرند اگرچه آگاه باشند یا نباشنداین چنین عالم اگر بنزد امیر رود
None,2017-09-20T18:53:43.173513,None,2017-09-20T18:54:24.644545,6036,"{""text"": ""\u0628\u0635\u0648\u0631\u062a \u0645\u0632\u0648\u0631 \u0628\u0627\u0634\u062f \u0648\u0627\u0645\u06cc\u0631 \u0632\u0627\u06cc\u0631\u06f1\u06f7 \u0632\u06cc\u0631\u0627 \u062f\u0631 \u06a9\u0644 \u0627\u062d\u0648\u0627\u0644 \u0627\u0645\u06cc\u0631 \u0627\u0632\u0648 \u0645\u06cc \u0633\u062a\u0627\u0646\u062f \u0648 \u0645\u062f\u062f\u0645\u06cc \u06af\u06cc\u0631\u062f"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [281, 1924, 1687, 2004]}",82,22560,None,None,129.2.181.239,"[281, 1924, 1687, 2004]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,بصورت مزور باشد وامیر زایر۱۷ زیرا در کل احوال امیر ازو می ستاند و مددمی گیرد
None,2017-09-20T18:54:01.634185,None,2017-09-20T18:54:27.013117,6037,"{""text"": """", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1091, 2024, 1722, 2044]}",82,22561,None,None,129.2.181.239,"[1091, 2024, 1722, 2044]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,
None,2017-09-20T18:54:24.845266,None,2017-09-20T18:54:46.883279,6038,"{""text"": ""\u06f1 - \u062d : \u06cc\u0642\u06cc\u0646\u06cc \u0628\u0627\u0627\u0644\u0644\u0647 \u06cc\u0642\u06cc\u0646\u06cc \u06f2 - \u062d : \u0622\u0646\u0633\u062a \u06f3 - \u062d : \u0627\u0635\u0644\u0627\u062d \u0664 - \u062d : \u0634\u062f \u0665 - \u062d : \u0627\u0635\u0644 :"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [283, 2056, 1664, 2124]}",82,22562,None,None,129.2.181.239,"[283, 2056, 1664, 2124]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱ - ح : یقینی باالله یقینی ۲ - ح : آنست ۳ - ح : اصلاح ٤ - ح : شد ٥ - ح : اصل :
None,2017-09-20T18:54:27.210936,None,2017-09-20T18:55:03.154982,6039,"{""text"": ""\u0646\u062f\u0627\u0631\u062f. \u0666 - \u062d : \u0627\u0641\u0632\u0648\u062f\u0647 : \u0639\u0644\u06cc \u06a9\u0644 \u062d\u0627\u0644 \u06f7 - \u062d : \u0632\u0627\u0626\u0631 \u0627\u0648 \u0628\u0627\u0634\u062f \u06f8 - \u062d : \u06a9\u0647 \u0627\u0648 \u0627\u0632 \u0633\u0628\u0628"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [290, 2115, 1668, 2187]}",82,22563,None,None,129.2.181.239,"[290, 2115, 1668, 2187]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,ندارد. ٦ - ح : افزوده : علی کل حال ۷ - ح : زائر او باشد ۸ - ح : که او از سبب
None,2017-09-20T18:54:47.074224,None,2017-09-20T18:55:17.346271,6040,"{""text"": ""\u06f9 - \u062d : \u0628\u0644\u0643 \u06f1\u06f0 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u06f1 - \u062d : \u062e\u0648\u0630 \u0622\u0646\u0633\u062a \u06f1\u06f2 - \u062d : \u06a9\u0627\u0631\u06cc \u06a9\u0631\u062f\u0646"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [352, 2177, 1665, 2247]}",82,22564,None,None,129.2.181.239,"[352, 2177, 1665, 2247]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۹ - ح : بلك ۱۰ - اصل : ندارد ۱۱ - ح : خوذ آنست ۱۲ - ح : کاری کردن
None,2017-09-20T18:55:03.366253,None,2017-09-20T18:55:32.761935,6041,"{""text"": ""\u06f1\u06f3 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0664 - \u0627\u0635\u0644 : \u0646\u062f\u0627\u0631\u062f \u06f1\u0665 - \u0627\u0635\u0644 : \u0645\u0632\u062c\u0631 \u0661\u0666 - \u062d : \u0627\u0632 \u067e\u0631\u062a\u0648\u0627\u0648"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [338, 2249, 1666, 2307]}",82,22565,None,None,129.2.181.239,"[338, 2249, 1666, 2307]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۳ - اصل : ندارد ۱٤ - اصل : ندارد ۱٥ - اصل : مزجر ١٦ - ح : از پرتواو
None,2017-09-20T18:55:17.550849,None,2017-09-20T18:55:48.766377,6042,"{""text"": ""\u06f1\u06f7 - \u062d : \u0628\u0635\u0648\u0631\u062a \u0632\u0627\u06cc\u0631 \u0627\u0645\u06cc\u0631 \u0628\u0627\u0634\u062f \u0648 \u0627\u0648\u0645\u0632\u0648\u0631."", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [367, 2319, 1669, 2374]}",82,22566,None,None,129.2.181.239,"[367, 2319, 1669, 2374]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,۱۷ - ح : بصورت زایر امیر باشد و اومزور.
None,2017-09-20T18:55:32.966213,None,2017-09-20T18:55:55.078069,6043,"{""text"": ""\u0661\u0665"", ""page"": ""http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png"", ""coordinates"": [1741, 1780, 1779, 1807]}",82,22567,None,None,129.2.181.239,"[1741, 1780, 1779, 1807]",http://35.165.192.9:5000/api/v1/pages/730681a1de5b485eacf5c3a46eb95924/fmf_0001_any_to_png_nlbin_0.5_0.5_1_0.1_80_20_5_90.png,١٥
