task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__bbox,taskinfo__dimensions,taskinfo__image,taskinfo__line_text
0,2017-07-21T10:28:31.345520,7694,"{""line_text"": ""10\u05d4\u05e0\u05ea\u05d4 \u05dc\u05e4\u05e0\u05d9 \u05d4\u05de\u05d6\u05d1\u05d7 \u05ea\u05dc\u05de' \u05dc\u05d5\u05de' \u05d5\u05d0\u05db\u05dc\u05ea \u05dc\u05e4\u05e0\u05d9 \u05d9\""\u05d9 \u05d0\u05dc\u05d4\u05d9\u05da \u05de\u05e2' \u05d3\u05e0\u05d9 \u05d5\u05ea\u05d9\u05e8' \u05d5\u05d9\u05e6*"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1074, 1756, 3800, 1857]}",1,0.0,60,0,completed,"[1074, 1756, 3800, 1857]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,"10הנתה לפני המזבח תלמ' לומ' ואכלת לפני י""י אלהיך מע' דני ותיר' ויצ*"
0,2017-07-21T10:28:31.357594,7695,"{""line_text"": ""\u05d5\u05d1\u05d1\u05d5\u05e8\u05d5\u05ea \u05de\u05d4 \u05d1\u05db\u05d5\u05e8 \u05d0\u05d9\u05e0\u05d5 \u05e0\u05d0\u05db\u05dc \u05d0\u05dc\u05d0 \u05d1\u05e4\u05e0\u05d9 \u05d4\u05d1\u05d9\u05ea \u05d0\u05e3 \u05de\u05e2\u05e9\u05e8 \u05e9\u05d9\u05e0\u05d9 \u05d0\u05d9\u05e0\u05d5 \u05e0\u05d0\u05db\u05dc \u05d0\u05dc\u05d0"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1073, 1860, 3697, 1963]}",1,0.0,60,0,completed,"[1073, 1860, 3697, 1963]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ובבורות מה בכור אינו נאכל אלא בפני הבית אף מעשר שיני אינו נאכל אלא
0,2017-07-21T10:28:31.368278,7696,"{""line_text"": ""\u05d1\u05e4\u05e0\u05d9 \u05d4\u05d1\u05d9\u05ea \u05d0\u05ea\u05e8\u05d9\u05dd \u05d0\u05d5\u05de' \u05d9\u05db\u05d5\u05dc \u05d9\u05d4\u05d0 \u05d1\u05db\u05d5\u05e8 \u05e9\u05d0\u05d9\u05d1\u05e8\u05d4 \u05d6\u05de\u05e0\u05d5 \u05de\u05e9\u05e0\u05d4 \u05dc\u05d7\u05d1\u05e8\u05ea\u05d4 \u05d9\u05d4\u05d0 \u05db\u05e4\u05dd\u05d5\u05dc\u05d9"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1076, 1961, 3698, 2075]}",1,0.0,60,0,completed,"[1076, 1961, 3698, 2075]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,בפני הבית אתרים אומ' יכול יהא בכור שאיברה זמנו משנה לחברתה יהא כפםולי
0,2017-07-21T10:28:31.379242,7697,"{""line_text"": ""\u05d4\u05de\u05d5\u05e7\u05d3\u05e9\u05d9\u05df \u05d5\u05d9\u05e4\u05dd\u05dc \u05ea\u05dc' \u05dc\u05d5\u05de' \u05d5\u05d0\u05db\u05dc\u05ea \u05dc\u05e4\u05e0\u05d9 '\u05d9\""\u05d9 \u05d0\u05dc\u05d4'\u05d9\u05da \u05de\u05e2\u05e9\u05e8 \u05e8\u05e0' \u05d5\u05ea\u05d9\u05e8' \u05d5\u05d9\u05e6\u05d4'"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1077, 2072, 3700, 2181]}",1,0.0,60,0,completed,"[1077, 2072, 3700, 2181]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,"המוקדשין ויפםל תל' לומ' ואכלת לפני 'י""י אלה'יך מעשר רנ' ותיר' ויצה'"
0,2017-07-21T10:28:31.395207,7698,"{""line_text"": ""\u05d5\u05d1\u05db\u05d5\u05e8\u05d5\u05ea \u05d0\u05dd \u05dc\u05dc\u05de\u05d3 \u05e2\u05dc \u05d4\u05d1\u05db\u05d5\u05e8 \u05e9\u05ea\u05d0\u05db\u05dc \u05dc\u05e4\u05e0\u05d9\u05dd \u05d0\u05d9\u05e0\u05d5 \u05e6\u05e8\u05d9\u05da \u05e9\u05d4\u05e8\u05d9 \u05db\u05d1\u05e8 \u05e0\u05d0\u05de\u05e8"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1077, 2184, 3702, 2287]}",1,0.0,60,0,completed,"[1077, 2184, 3702, 2287]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,ובכורות אם ללמד על הבכור שתאכל לפנים אינו צריך שהרי כבר נאמר
0,2017-07-21T10:28:31.406242,7699,"{""line_text"": ""15\u05dc\u05e4\u05e0\u05d9 \u05d9\u201d\u05d9 \u05d0\u05dc\u05d4\u05d9\u05da \u05ea\u05d0\u05d1\u05dc\u05e0\u05d5 \u05e9\u05e0\u05d4 \u05d1\u05e9\u05e0\u05d4 \u05d0\u05dd \u05dc\u05dc\u05de\u05d3 \u05e2\u05dc \u05de\u05e2\u05e9\u05e8 \u05e9\u05d9\u05e0\u05d9 \u05e9\u05e0\u05d0\u05db\u05dc"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1078, 2284, 3807, 2388]}",1,0.0,60,0,completed,"[1078, 2284, 3807, 2388]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,15לפני י”י אלהיך תאבלנו שנה בשנה אם ללמד על מעשר שיני שנאכל
0,2017-07-21T10:28:31.426009,7700,"{""line_text"": ""\u05dc\u05e4\u05e0\u05d9\u05dd \u05de\u05df \u05d4\u05d7\u05d5\u05de\u05d4 \u05d0\u05d9\u05df \u05e6\u05e8\u05d9\u05da \u05e9\u05d4\u05e8\u05d9 \u05db\u05d1\u05e8 \u05e0\u05d0\u05de\u05e8 \u05dc\u05d0 \u05ea\u05d5\u05db\u05dc \u05dc\u05d0\u05d1\u05dc \u05d1\u05e9\u05e2\u05e8\u05d9\u05da \u05d0\u05dd \u05db\u05df"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1079, 2386, 3703, 2494]}",1,0.0,60,0,completed,"[1079, 2386, 3703, 2494]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,לפנים מן החומה אין צריך שהרי כבר נאמר לא תוכל לאבל בשעריך אם כן
0,2017-07-21T10:28:31.437567,7701,"{""line_text"": ""\u05dc\u05de\u05d4 \u05e0\u05d0\u05de\u05e8 \u05de\u05e2\u05e9\u05e8 \u05d3\u05e0' \u05d5\u05ea\u05d9\u05e8' \u05d5\u05d9\u05e6\u05d4' \u05d5\u05d1\u05db\u05d5\u05e8\u05d5\u05ea \u05de\u05e7\u05d9\u05e9 \u05d1\u05db\u05d5\u05e8 \u05dc\u05de\u05e2\u05e9\u05e8 \u05e9\u05d9\u05e0\u05d9"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1077, 2491, 3703, 2596]}",1,0.0,60,0,completed,"[1077, 2491, 3703, 2596]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,למה נאמר מעשר דנ' ותיר' ויצה' ובכורות מקיש בכור למעשר שיני
0,2017-07-21T10:28:31.448625,7702,"{""line_text"": ""\u05de\u05d4 \u05de\u05e2\u05e9\u05e8 \u05e9\u05d9\u05e0\u05d9 \u05e0\u05d0\u05db\u05dc \u05de\u05e9\u05e0\u05d4 \u05dc\u05d7\u05d1\u05e8\u05ea\u05d4 \u05d0\u05e3 \u05d4\u05d1\u05db\u05d5\u05e8 \u05d9\u05d4\u05d0 \u05e0\u05d0\u05db\u05dc \u05de\u05e9\u05e0\u05d4 \u05dc\u05d7\u05d1\u05e8\u05ea\u05d4:"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1080, 2598, 3704, 2698]}",1,0.0,60,0,completed,"[1080, 2598, 3704, 2698]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,מה מעשר שיני נאכל משנה לחברתה אף הבכור יהא נאכל משנה לחברתה:
0,2017-07-21T10:28:31.459519,7703,"{""line_text"": ""\u05d9 \u05de\u05e0\u05d9\u05df \u05dc\u05dd\u05e0\u05d4\u05e8\u05e8\u05d9 \u05e7\u05d8\u05e0\u05d4 \u05e9\u05d4\u05d9\u05d0 \u05e9\u05dc \u05e2\u05e9\u05e8\u05d9\u05dd \u05d5\u05e9\u05dc\u05e9\u05d4 \u05e9\u05e0' \u05d5\u05e9\u05e4\u05de\u05d5 \u05d4\u05e2\u05d3\u05d4 \u05d5\u05d4-\u05e6\u05d9\u05dc\u05d5"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1077, 2698, 3706, 2809]}",1,0.0,60,0,completed,"[1077, 2698, 3706, 2809]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,י מנין לםנהררי קטנה שהיא של עשרים ושלשה שנ' ושפמו העדה וה-צילו
0,2017-07-21T10:28:31.470456,7704,"{""line_text"": ""20\u05d4\u05e2\u05d3\u05d4 \u05e2\u05e9\u05e8\u05d4 \u05de\u05d5\u05db\u05d9\u05df \u05d5\u05e2\u05e9\u05e8\u05d4 \u05de\u05d7\u05d9\u05d9\u05d1\u05d9\u05df \u05e9\u05dc\u05e9\u05d4 \u05de\u05e0\u05d9\u05df \u05ea\u05dc' \u05dc\u05d5\u05de' \u05dc\u05d0 \u05ea\u05d4\u05d9\u05d4 \u05d0\u05d7\u05e8\u05d9 \u05e8\u05d1\u05d9\u05dd"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1078, 2812, 3807, 2915]}",1,0.0,60,0,completed,"[1078, 2812, 3807, 2915]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,20העדה עשרה מוכין ועשרה מחייבין שלשה מנין תל' לומ' לא תהיה אחרי רבים
0,2017-07-21T10:28:31.481228,7705,"{""line_text"": ""\u05dc\u05e8\u05e2\u05d5\u05ea \u05de\u05db\u05dc\u05dc \u05e9\u05d0\u05d9 \u05d0\u05ea\u05d4 \u05d4\u05d5\u05d9 \u05e2\u05de\u05d4\u05df \u05dc\u05e8\u05e2\u05d4 \u05d0\u05d1\u05dc \u05d4\u05d5\u05d4 \u05e2\u05de\u05d4\u05dd \u05dc\u05d8\u05d5\u05d1\u05d4 \u05d9\u05db\u05d5\u05dc \u05dc\u05d0 \u05ea\u05d4\u05d0"", ""image"": ""http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png"", ""dimensions"": [4531, 5863], ""bbox"": [1078, 2921, 3706, 3018]}",1,0.0,60,0,completed,"[1078, 2921, 3706, 3018]","[4531, 5863]",http://35.165.192.9:5000/api/v1/pages/c75235d932f34b25ac1dd50086175852/Zuckermandel_Page_03_rgb_to_gray_any_to_png_nlbin_0.5_0.5_1.0_0.1_80_20_5_90.png,לרעות מכלל שאי אתה הוי עמהן לרעה אבל הוה עמהם לטובה יכול לא תהא
